chi,ell,m,n,Rew,Imw,source,note,Delta,THM,absImwM,R
0.0694911196911197,2,2,0,0.3827747328868587,-0.0887968461723531,qnm,s=-2 from qnm package,0.9951709842840745,0.039740584333003676,0.0887968461723531,2.2344121925406437
0.0733517374517374,2,2,0,0.3833028805071702,-0.0887859782623202,qnm,s=-2 from qnm package,0.9946195226128114,0.03973507070549922,0.0887859782623202,2.234448729696924
0.0772123552123552,2,2,0,0.3838335189828992,-0.0887749214815905,qnm,s=-2 from qnm package,0.994038252202561,0.03972925573599533,0.0887749214815905,2.234497471372438
0.0810729729729729,2,2,0,0.3843666691516768,-0.0887636737969089,qnm,s=-2 from qnm package,0.9934271730533236,0.039723138898150434,0.0887636737969089,2.234558402459023
0.0849335907335907,2,2,0,0.3849023521065985,-0.0887522331435111,qnm,s=-2 from qnm package,0.9927862851650989,0.039716719637594225,0.0887522331435111,2.234631509181888
0.0887942084942084,2,2,0,0.3854405892003887,-0.0887405974245466,qnm,s=-2 from qnm package,0.9921155885378871,0.03970999737176943,0.0887405974245466,2.234716779095884
0.0926548262548262,2,2,0,0.3859814020496425,-0.0887287645104566,qnm,s=-2 from qnm package,0.9914150831716879,0.039702971489765156,0.0887287645104566,2.2348142010813867
0.096515444015444,2,2,0,0.3865248125391544,-0.0887167322383414,qnm,s=-2 from qnm package,0.9906847690665017,0.03969564135214166,0.0887167322383414,2.2349237653406737
0.1003760617760617,2,2,0,0.3870708428263403,-0.0887044984113082,qnm,s=-2 from qnm package,0.9899246462223282,0.039688006290746584,0.0887044984113082,2.235045463394567
0.1042366795366795,2,2,0,0.3876195153457454,-0.0886920607978374,qnm,s=-2 from qnm package,0.9891347146391676,0.03968006560852244,0.0886920607978374,2.235179288080315
0.1080972972972973,2,2,0,0.3881708528136469,-0.0886794171310783,qnm,s=-2 from qnm package,0.9883149743170198,0.03967181857930525,0.0886794171310783,2.2353252335484766
0.111957915057915,2,2,0,0.3887248782327517,-0.088666565108171,qnm,s=-2 from qnm package,0.9874654252558847,0.03966326444761426,0.088666565108171,2.2354832952612473
0.1158185328185328,2,2,0,0.3892816148969943,-0.0886535023895405,qnm,s=-2 from qnm package,0.9865860674557625,0.039654402428432545,0.0886535023895405,2.235653469990893
0.1196791505791505,2,2,0,0.3898410863964348,-0.08864022659818,qnm,s=-2 from qnm package,0.985676900916653,0.03964523170697833,0.08864022659818,2.2358357558187154
0.1235397683397683,2,2,0,0.3904033166222516,-0.0886267353188849,qnm,s=-2 from qnm package,0.9847379256385563,0.03963575143846709,0.0886267353188849,2.236030152133594
0.1274003861003861,2,2,0,0.3909683297718521,-0.088613026097535,qnm,s=-2 from qnm package,0.9837691416214726,0.039625960747863946,0.088613026097535,2.23623665963258
0.1312610038610038,2,2,0,0.391536150354083,-0.0885990964402709,qnm,s=-2 from qnm package,0.9827705488654015,0.039615858729626564,0.0885990964402709,2.236455280319657
0.1351216216216216,2,2,0,0.392106803194552,-0.0885849438127407,qnm,s=-2 from qnm package,0.9817421473703433,0.039605444447438146,0.0885849438127407,2.23668601750714
0.1389822393822394,2,2,0,0.3926803134410676,-0.0885705656392614,qnm,s=-2 from qnm package,0.9806839371362979,0.039594716933930386,0.0885705656392614,2.2369288758157917
0.1428428571428571,2,2,0,0.3932567065691932,-0.0885559593019934,qnm,s=-2 from qnm package,0.9795959181632653,0.03958367519039636,0.0885559593019934,2.2371838611761476
0.1467034749034749,2,2,0,0.3938360083879149,-0.0885411221400862,qnm,s=-2 from qnm package,0.9784780904512456,0.03957231818649295,0.0885411221400862,2.237450980830018
0.1505640926640926,2,2,0,0.3944182450454443,-0.0885260514488007,qnm,s=-2 from qnm package,0.9773304540002385,0.0395606448599328,0.0885260514488007,2.2377302433323147
0.1544247104247104,2,2,0,0.3950034430351339,-0.088510744478619,qnm,s=-2 from qnm package,0.9761530088102444,0.03954865411616552,0.088510744478619,2.2380216585534884
0.1582853281853282,2,2,0,0.3955916292015336,-0.0884951984343292,qnm,s=-2 from qnm package,0.9749457548812629,0.039536344828047895,0.0884951984343292,2.2383252376822877
0.1621459459459459,2,2,0,0.396182830746569,-0.0884794104740631,qnm,s=-2 from qnm package,0.9737086922132944,0.03952371583550301,0.0884794104740631,2.2386409932282887
0.1660065637065637,2,2,0,0.3967770752358642,-0.0884633777083684,qnm,s=-2 from qnm package,0.9724418208063386,0.0395107659451679,0.0884633777083684,2.238968939026284
0.1698671814671814,2,2,0,0.3973743906052013,-0.0884470971991857,qnm,s=-2 from qnm package,0.9711451406603957,0.03949749393002972,0.0884470971991857,2.2393090902392636
0.1737277992277992,2,2,0,0.3979748051671189,-0.0884305659588665,qnm,s=-2 from qnm package,0.9698186517754654,0.03948389852904991,0.0884305659588665,2.2396614633634653
0.1775884169884169,2,2,0,0.398578347617667,-0.0884137809491038,qnm,s=-2 from qnm package,0.9684623541515481,0.0394699784467764,0.0884137809491038,2.2400260762322444
0.1814490347490347,2,2,0,0.3991850470433037,-0.0883967390798994,qnm,s=-2 from qnm package,0.9670762477886437,0.03945573235294333,0.0883967390798994,2.2404029480219534
0.1853096525096525,2,2,0,0.3997949329279557,-0.088379437208465,qnm,s=-2 from qnm package,0.9656603326867519,0.03944115888205826,0.088379437208465,2.2407920992572232
0.1891702702702702,2,2,0,0.400408035160228,-0.0883618721380792,qnm,s=-2 from qnm package,0.964214608845873,0.03942625663297643,0.0883618721380792,2.2411935518162442
0.193030888030888,2,2,0,0.4010243840407894,-0.0883440406169781,qnm,s=-2 from qnm package,0.9627390762660067,0.03941102416846182,0.0883440406169781,2.241607328938037
0.1968915057915058,2,2,0,0.4016440102899165,-0.088325939337163,qnm,s=-2 from qnm package,0.9612337349471535,0.039395460014734686,0.088325939337163,2.2420334552287837
0.2007521235521235,2,2,0,0.4022669450552171,-0.0883075649331859,qnm,s=-2 from qnm package,0.9596985848893129,0.039379562661005424,0.0883075649331859,2.242471956668786
0.2046127413127413,2,2,0,0.402893219919527,-0.0882889139809222,qnm,s=-2 from qnm package,0.9581336260924852,0.03936333055899415,0.0882889139809222,2.242922860620314
0.2084733590733591,2,2,0,0.40352286690899,-0.0882699829963096,qnm,s=-2 from qnm package,0.9565388585566703,0.03934676212243597,0.0882699829963096,2.2433861958358463
0.2123339768339768,2,2,0,0.404155918501329,-0.0882507684340297,qnm,s=-2 from qnm package,0.9549142822818681,0.03932985572657132,0.0882507684340297,2.2438619924661283
0.2161945945945946,2,2,0,0.404792407634306,-0.0882312666861785,qnm,s=-2 from qnm package,0.9532598972680789,0.03931260970762127,0.0882312666861785,2.2443502820692594
0.2200552123552123,2,2,0,0.4054323677143858,-0.0882114740809068,qnm,s=-2 from qnm package,0.9515757035153024,0.0392950223622472,0.0882114740809068,2.244851097620349
0.2239158301158301,2,2,0,0.4060758326255961,-0.0881913868809874,qnm,s=-2 from qnm package,0.9498617010235387,0.039277091946994656,0.0881913868809874,2.2453644735206906
0.2277764478764478,2,2,0,0.406722836738603,-0.0881710012824034,qnm,s=-2 from qnm package,0.9481178897927879,0.03925881667772073,0.0881710012824034,2.2458904456088766
0.2316370656370656,2,2,0,0.4073734149200015,-0.0881503134128416,qnm,s=-2 from qnm package,0.9463442698230498,0.03924019472900496,0.0881503134128416,2.2464290511709417
0.2354976833976834,2,2,0,0.408027602541828,-0.0881293193301814,qnm,s=-2 from qnm package,0.9445408411143245,0.03922122423354281,0.0881293193301814,2.246980328951878
0.2393583011583011,2,2,0,0.4086854354912989,-0.0881080150209231,qnm,s=-2 from qnm package,0.942707603666612,0.03920190328152171,0.0881080150209231,2.2475443191671225
0.2432189189189189,2,2,0,0.4093469501807902,-0.0880863963986003,qnm,s=-2 from qnm package,0.9408445574799124,0.039182229919979,0.0880863963986003,2.2481210635152005
0.2470795366795367,2,2,0,0.4100121835580471,-0.0880644593021088,qnm,s=-2 from qnm package,0.9389517025542254,0.03916220215214129,0.0880644593021088,2.2487106051898476
0.2509401544401544,2,2,0,0.4106811731166587,-0.0880421994940363,qnm,s=-2 from qnm package,0.9370290388895515,0.039141817936744816,0.0880421994940363,2.2493129888937964
0.2548007722007722,2,2,0,0.4113539569067765,-0.0880196126589083,qnm,s=-2 from qnm package,0.9350765664858902,0.0391210751873362,0.0880196126589083,2.2499282608521183
0.25866138996139,2,2,0,0.4120305735461013,-0.0879966944014092,qnm,s=-2 from qnm package,0.9330942853432418,0.039099971771553214,0.0879966944014092,2.2505564688266677
0.2625220077220077,2,2,0,0.4127110622311432,-0.087973440244535,qnm,s=-2 from qnm package,0.9310821954616062,0.03907850551038478,0.087973440244535,2.2511976621305747
0.2663826254826255,2,2,0,0.4133954627487563,-0.0879498456277365,qnm,s=-2 from qnm package,0.9290402968409833,0.03905667417740984,0.0879498456277365,2.251851891644327
0.2702432432432433,2,2,0,0.4140838154879657,-0.0879259059049409,qnm,s=-2 from qnm package,0.9269685894813733,0.0390344754980144,0.0879259059049409,2.252519209830641
0.274103861003861,2,2,0,0.4147761614520973,-0.0879016163425854,qnm,s=-2 from qnm package,0.9248670733827761,0.03901190714858609,0.0879016163425854,2.2531996707515805
0.2779644787644788,2,2,0,0.4154725422711966,-0.0878769721175603,qnm,s=-2 from qnm package,0.9227357485451916,0.03898896675568576,0.0878769721175603,2.253893330085369
0.2818250965250965,2,2,0,0.4161730002147801,-0.087851968315109,qnm,s=-2 from qnm package,0.92057461496862,0.03896565189519523,0.087851968315109,2.2546002451441556
0.2856857142857143,2,2,0,0.4168775782049033,-0.0878265999266553,qnm,s=-2 from qnm package,0.9183836726530612,0.03894196009144071,0.0878265999266553,2.2553204748920495
0.289546332046332,2,2,0,0.4175863198295627,-0.0878008618475768,qnm,s=-2 from qnm package,0.9161629215985152,0.03891788881629101,0.0878008618475768,2.256054079963952
0.2934069498069498,2,2,0,0.4182992693564486,-0.0877747488749164,qnm,s=-2 from qnm package,0.913912361804982,0.038893435488229954,0.0877747488749164,2.2568011226850624
0.2972675675675675,2,2,0,0.4190164717470473,-0.0877482557050243,qnm,s=-2 from qnm package,0.9116319932724617,0.03886859747140204,0.0877482557050243,2.2575616670909198
0.3011281853281853,2,2,0,0.4197379726711158,-0.0877213769311366,qnm,s=-2 from qnm package,0.9093218160009541,0.0388433720746307,0.0877213769311366,2.2583357789482186
0.3049888030888031,2,2,0,0.4204638185215343,-0.0876941070408814,qnm,s=-2 from qnm package,0.9069818299904593,0.038817756550408325,0.0876941070408814,2.2591235257762197
0.3088494208494208,2,2,0,0.421194056429543,-0.0876664404137089,qnm,s=-2 from qnm package,0.9046120352409773,0.03879174809385707,0.0876664404137089,2.2599249768687653
0.3127100386100386,2,2,0,0.4219287342803962,-0.087638371318239,qnm,s=-2 from qnm package,0.9022124317525082,0.03876534384165964,0.087638371318239,2.260740203316793
0.3165706563706564,2,2,0,0.4226679007294144,-0.0876098939095691,qnm,s=-2 from qnm package,0.8997830195250518,0.03873854087095915,0.0876098939095691,2.2615692780325394
0.3204312741312741,2,2,0,0.4234116052184793,-0.0875810022264408,qnm,s=-2 from qnm package,0.8973237985586082,0.038711336198226975,0.0875810022264408,2.262412275772907
0.3242918918918919,2,2,0,0.424159897992967,-0.0875516901883898,qnm,s=-2 from qnm package,0.8948347688531775,0.03868372677809775,0.0875516901883898,2.263269273165286
0.3281525096525097,2,2,0,0.4249128301191397,-0.087521951592746,qnm,s=-2 from qnm package,0.8923159304087596,0.03865570950217028,0.087521951592746,2.264140348732499
0.3320131274131274,2,2,0,0.4256704535020099,-0.0874917801116034,qnm,s=-2 from qnm package,0.8897672832253545,0.03862728119777349,0.0874917801116034,2.265025582920045
0.3358737451737452,2,2,0,0.4264328209036915,-0.0874611692886512,qnm,s=-2 from qnm package,0.8871888273029621,0.03859843862669608,0.0874611692886512,2.265925058122944
0.3397343629343629,2,2,0,0.4271999859622563,-0.087430112535932,qnm,s=-2 from qnm package,0.8845805626415826,0.038569178483878905,0.087430112535932,2.266838858713984
0.3435949806949807,2,2,0,0.427972003211113,-0.0873986031305133,qnm,s=-2 from qnm package,0.8819424892412159,0.038539497396068684,0.0873986031305133,2.267767071073133
0.3474555984555985,2,2,0,0.4287489280989211,-0.0873666342110113,qnm,s=-2 from qnm package,0.8792746071018619,0.03850939192043193,0.0873666342110113,2.2687097836166346
0.3513162162162162,2,2,0,0.429530817010065,-0.0873341987740734,qnm,s=-2 from qnm package,0.8765769162235209,0.038478858543127645,0.0873341987740734,2.2696670868286803
0.3551768339768339,2,2,0,0.4303177272857,-0.0873012896706913,qnm,s=-2 from qnm package,0.8738494166061925,0.038447893677837526,0.0873012896706913,2.270639073292441
0.3590374517374518,2,2,0,0.4311097172453986,-0.0872678996024441,qnm,s=-2 from qnm package,0.871092108249877,0.038416493664252135,0.0872678996024441,2.271625837723183
0.3628980694980695,2,2,0,0.4319068462094022,-0.0872340211175888,qnm,s=-2 from qnm package,0.8683049911545743,0.038384654766511664,0.0872340211175888,2.2726274770014423
0.3667586872586872,2,2,0,0.4327091745215241,-0.0871996466070581,qnm,s=-2 from qnm package,0.8654880653202844,0.03835237317159968,0.0871996466070581,2.2736440902079647
0.370619305019305,2,2,0,0.4335167635726948,-0.0871647683003145,qnm,s=-2 from qnm package,0.8626413307470073,0.03831964498768822,0.0871647683003145,2.2746757786592178
0.3744799227799228,2,2,0,0.434329675825201,-0.087129378261077,qnm,s=-2 from qnm package,0.859764787434743,0.03828646624243267,0.087129378261077,2.275722645944065
0.3783405405405405,2,2,0,0.4351479748376242,-0.0870934683829097,qnm,s=-2 from qnm package,0.8568584353834916,0.038252832881214435,0.0870934683829097,2.2767847979614704
0.3822011583011583,2,2,0,0.4359717252905089,-0.0870570303846875,qnm,s=-2 from qnm package,0.8539222745932529,0.03821874076532998,0.0870570303846875,2.277862342959793
0.3860617760617761,2,2,0,0.4368009930127909,-0.0870200558058793,qnm,s=-2 from qnm package,0.850956305064027,0.038184185670123875,0.0870200558058793,2.2789553915763
0.3899223938223938,2,2,0,0.4376358450090067,-0.0869825360017055,qnm,s=-2 from qnm package,0.847960526795814,0.03814916328306424,0.0869825360017055,2.2800640568785453
0.3937830115830116,2,2,0,0.4384763494873095,-0.0869444621381475,qnm,s=-2 from qnm package,0.8449349397886138,0.0381136692017583,0.0869444621381475,2.2811884544072307
0.3976436293436293,2,2,0,0.4393225758883358,-0.086905825186754,qnm,s=-2 from qnm package,0.8418795440424264,0.03807769893190605,0.086905825186754,2.2823287022192904
0.4015042471042471,2,2,0,0.4401745949149322,-0.086866615919312,qnm,s=-2 from qnm package,0.8387943395572517,0.03804124788518963,0.086866615919312,2.2834849209331867
0.4053648648648649,2,2,0,0.4410324785627898,-0.0868268249023421,qnm,s=-2 from qnm package,0.8356793263330898,0.03800431137709618,0.0868268249023421,2.2846572337755733
0.4092254826254826,2,2,0,0.4418963001520201,-0.0867864424913695,qnm,s=-2 from qnm package,0.8325345043699408,0.037966884624671716,0.0867864424913695,2.2858457666282623
0.4130861003861004,2,2,0,0.4427661343596884,-0.0867454588250609,qnm,s=-2 from qnm package,0.8293598736678046,0.037928962744203425,0.0867454588250609,2.287050648078109
0.4169467181467182,2,2,0,0.4436420572533666,-0.0867038638191198,qnm,s=-2 from qnm package,0.8261554342266811,0.03789054074882774,0.0867038638191198,2.2882720094672244
0.4208073359073359,2,2,0,0.4445241463257262,-0.0866616471599985,qnm,s=-2 from qnm package,0.8229211860465706,0.03785161354606138,0.0866616471599985,2.2895099849453047
0.4246679536679537,2,2,0,0.4454124805302135,-0.0866187982983778,qnm,s=-2 from qnm package,0.8196571291274728,0.037812175935252566,0.0866187982983778,2.290764711523054
0.4285285714285714,2,2,0,0.4463071403178513,-0.0865753064424457,qnm,s=-2 from qnm package,0.8163632634693878,0.03777222260494911,0.0865753064424457,2.2920363291278005
0.4323891891891892,2,2,0,0.4472082076752138,-0.0865311605509276,qnm,s=-2 from qnm package,0.8130395890723155,0.03773174813018052,0.0865311605509276,2.2933249806603544
0.436249806949807,2,2,0,0.4481157661636047,-0.0864863493258805,qnm,s=-2 from qnm package,0.8096861059362561,0.03769074696965055,0.0864863493258805,2.294630812053719
0.4401104247104247,2,2,0,0.4490299009595066,-0.0864408612052345,qnm,s=-2 from qnm package,0.8063028140612096,0.0376492134628368,0.0864408612052345,2.2959539723335656
0.4439710424710425,2,2,0,0.4499506988963352,-0.0863946843550776,qnm,s=-2 from qnm package,0.8028897134471757,0.03760714182699374,0.0863946843550776,2.2972946136806662
0.4478316602316602,2,2,0,0.4508782485075506,-0.0863478066616633,qnm,s=-2 from qnm package,0.7994468040941548,0.03756452615405535,0.0863478066616633,2.2986528914951174
0.451692277992278,2,2,0,0.4518126400711945,-0.0863002157231394,qnm,s=-2 from qnm package,0.7959740860021467,0.03752136040743332,0.0863002157231394,2.3000289644626677
0.4555528957528957,2,2,0,0.4527539656558843,-0.0862518988409696,qnm,s=-2 from qnm package,0.7924715591711513,0.037477638418706695,0.0862518988409696,2.301422994622777
0.4594135135135135,2,2,0,0.4537023191683545,-0.0862028430110696,qnm,s=-2 from qnm package,0.7889392236011687,0.03743335388419864,0.0862028430110696,2.3028351474393944
0.4632741312741313,2,2,0,0.4546577964025736,-0.0861530349145951,qnm,s=-2 from qnm package,0.785377079292199,0.03738850036143554,0.0861530349145951,2.304265591873213
0.467134749034749,2,2,0,0.4556204950905312,-0.0861024609084251,qnm,s=-2 from qnm package,0.7817851262442421,0.03734307126548389,0.0861024609084251,2.3057145004569937
0.4709953667953668,2,2,0,0.4565905149547434,-0.0860511070152602,qnm,s=-2 from qnm package,0.7781633644572978,0.0372970598651597,0.0860511070152602,2.307182049372291
0.4748559845559846,2,2,0,0.4575679577625555,-0.0859989589134021,qnm,s=-2 from qnm package,0.7745117939313665,0.03725045927910531,0.0859989589134021,2.308668418529836
0.4787166023166023,2,2,0,0.4585529273823156,-0.0859460019261023,qnm,s=-2 from qnm package,0.7708304146664481,0.0372032624717279,0.0859460019261023,2.310173791651089
0.4825772200772201,2,2,0,0.4595455298414981,-0.085892221010567,qnm,s=-2 from qnm package,0.7671192266625423,0.037155462248994055,0.085892221010567,2.3116983563538476
0.4864378378378378,2,2,0,0.4605458733868622,-0.0858376007464937,qnm,s=-2 from qnm package,0.7633782299196494,0.03710705125407407,0.0858376007464937,2.3132423042391275
0.4902984555984556,2,2,0,0.4615540685467158,-0.0857821253242382,qnm,s=-2 from qnm package,0.7596074244377693,0.03705802196282974,0.0857821253242382,2.314805830982564
0.4941590733590734,2,2,0,0.4625702281954057,-0.0857257785324637,qnm,s=-2 from qnm package,0.755806810216902,0.0370083666791388,0.0857257785324637,2.3163891364269893
0.4980196911196911,2,2,0,0.463594467620095,-0.085668543745376,qnm,s=-2 from qnm package,0.7519763872570475,0.036958077530048955,0.085668543745376,2.3179924246796317
0.5018803088803089,2,2,0,0.4646269045899556,-0.0856104039094194,qnm,s=-2 from qnm package,0.7481161555582058,0.03690714646075395,0.0856104039094194,2.319615904211266
0.5057409266409266,2,2,0,0.4656676594278628,-0.085551341529499,qnm,s=-2 from qnm package,0.7442261151203768,0.036855565229384046,0.085551341529499,2.321259787959811
0.5096015444015445,2,2,0,0.4667168550847152,-0.0854913386546305,qnm,s=-2 from qnm package,0.7403062659435606,0.036803325401602416,0.0854913386546305,2.3229242934364898
0.5134621621621622,2,2,0,0.4677746172164816,-0.0854303768630412,qnm,s=-2 from qnm package,0.7363566080277575,0.036750418344998835,0.0854303768630412,2.3246096428359966
0.51732277992278,2,2,0,0.4688410742641218,-0.0853684372466806,qnm,s=-2 from qnm package,0.7323771413729669,0.036696835223271676,0.0853684372466806,2.3263160631504083
0.5211833976833977,2,2,0,0.46991635753648,-0.0853055003951113,qnm,s=-2 from qnm package,0.7283678659791892,0.0366425669901883,0.0853055003951113,2.328043786286953
0.5250440154440155,2,2,0,0.4710006012963092,-0.0852415463787516,qnm,s=-2 from qnm package,0.7243287818464245,0.0365876043833139,0.0852415463787516,2.329793049189817
0.5289046332046332,2,2,0,0.4720939428495652,-0.0851765547314413,qnm,s=-2 from qnm package,0.7202598889746724,0.03653193791749796,0.0851765547314413,2.331564093966219
0.532765250965251,2,2,0,0.4731965226381137,-0.0851105044322963,qnm,s=-2 from qnm package,0.7161611873639331,0.036475557878107134,0.0851105044322963,2.333357168016892
0.5366258687258687,2,2,0,0.4743084843360199,-0.0850433738868206,qnm,s=-2 from qnm package,0.7120326770142067,0.03641845431399246,0.0850433738868206,2.3351725241712353
0.5404864864864866,2,2,0,0.475429974949579,-0.0849751409072362,qnm,s=-2 from qnm package,0.7078743579254929,0.036360617030178524,0.0849751409072362,2.3370104208272555
0.5443471042471043,2,2,0,0.4765611449212764,-0.0849057826919993,qnm,s=-2 from qnm package,0.7036862300977922,0.0363020355802611,0.0849057826919993,2.3388711220966916
0.548207722007722,2,2,0,0.4777021482378552,-0.0848352758044426,qnm,s=-2 from qnm package,0.6994682935311041,0.03624269925849938,0.0848352758044426,2.3407548979550037
0.5520683397683398,2,2,0,0.478853142542695,-0.0847635961505244,qnm,s=-2 from qnm package,0.695220548225429,0.036182597091587734,0.0847635961505244,2.3426620243971237
0.5559289575289575,2,2,0,0.4800142892527085,-0.0846907189556428,qnm,s=-2 from qnm package,0.6909429941807665,0.03612171783009158,0.0846907189556428,2.3445927835992975
0.5597895752895753,2,2,0,0.4811857536799813,-0.0846166187404266,qnm,s=-2 from qnm package,0.6866356313971169,0.036060049939530506,0.0846166187404266,2.346547464086188
0.563650193050193,2,2,0,0.4823677051583817,-0.0845412692954949,qnm,s=-2 from qnm package,0.6822984598744801,0.035997581591091114,0.0845412692954949,2.3485263609046907
0.5675108108108109,2,2,0,0.4835603171753996,-0.0844646436551304,qnm,s=-2 from qnm package,0.6779314796128559,0.03593430065195112,0.0844646436551304,2.350529775804729
0.5713714285714286,2,2,0,0.4847637675094703,-0.084386714069771,qnm,s=-2 from qnm package,0.6735346906122448,0.035870194675194735,0.084386714069771,2.3525580174262846
0.5752320463320464,2,2,0,0.4859782383730615,-0.0843074519772867,qnm,s=-2 from qnm package,0.6691080928726465,0.0358052508892986,0.0843074519772867,2.35461140149375
0.5790926640926641,2,2,0,0.4872039165618217,-0.0842268279729954,qnm,s=-2 from qnm package,0.6646516863940608,0.035739456187165904,0.0842268279729954,2.3566902510184637
0.5829532818532819,2,2,0,0.4884409936101012,-0.0841448117783091,qnm,s=-2 from qnm package,0.6601654711764882,0.035672797114685406,0.0841448117783091,2.3587948965086687
0.5868138996138996,2,2,0,0.4896896659531835,-0.0840613722079581,qnm,s=-2 from qnm package,0.6556494472199281,0.03560525985879007,0.0840613722079581,2.3609256761878514
0.5906745173745174,2,2,0,0.4909501350965713,-0.0839764771357361,qnm,s=-2 from qnm package,0.6511036145243809,0.03553683023498887,0.0839764771357361,2.363082936222446
0.5945351351351351,2,2,0,0.4922226077927125,-0.0838900934586231,qnm,s=-2 from qnm package,0.6465279730898466,0.03546749367434367,0.0838900934586231,2.3652670309576225
0.598395752895753,2,2,0,0.4935072962255518,-0.0838021870592972,qnm,s=-2 from qnm package,0.641922522916325,0.035397235209860954,0.0838021870592972,2.3674783231643923
0.6022563706563707,2,2,0,0.494804418203353,-0.0837127227668297,qnm,s=-2 from qnm package,0.6372872640038162,0.03532603946226654,0.0837127227668297,2.3697171842953786
0.6061169884169885,2,2,0,0.4961141973602181,-0.0836216643155613,qnm,s=-2 from qnm package,0.6326221963523202,0.03525389062512928,0.0836216643155613,2.371983994752484
0.6099776061776062,2,2,0,0.4974368633668048,-0.0835289743019863,qnm,s=-2 from qnm package,0.6279273199618371,0.035180772449297584,0.0835289743019863,2.3742791441651256
0.613838223938224,2,2,0,0.498772652150749,-0.083434614139579,qnm,s=-2 from qnm package,0.6232026348323668,0.035106668226609974,0.083434614139579,2.376603031680963
0.6176988416988417,2,2,0,0.5001218061273291,-0.0833385440114154,qnm,s=-2 from qnm package,0.6184481409639093,0.035031560772838616,0.0833385440114154,2.3789560662689953
0.6215594594594595,2,2,0,0.5014845744409722,-0.083240722820467,qnm,s=-2 from qnm package,0.6136638383564645,0.03495543240982184,0.083240722820467,2.381338667035853
0.6254200772200773,2,2,0,0.5028612132182068,-0.08314110813744,qnm,s=-2 from qnm package,0.6088497270100326,0.03487826494673867,0.08314110813744,2.383751263556308
0.629280694980695,2,2,0,0.5042519858327451,-0.0830396561460141,qnm,s=-2 from qnm package,0.6040058069246135,0.034800039660475166,0.0830396561460141,2.3861942962188065
0.6331413127413128,2,2,0,0.5056571631833895,-0.0829363215852994,qnm,s=-2 from qnm package,0.5991320781002072,0.03472073727502899,0.0829363215852994,2.3886682165861397
0.6370019305019305,2,2,0,0.5070770239855324,-0.0828310576893858,qnm,s=-2 from qnm package,0.5942285405368136,0.03464033793989478,0.0828310576893858,2.3911734877733526
